rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,position,x,y,z,orientation,qx,qy,qz,qw
2445665000000,,110381,,2445,634000000,"""map""","""base_link""",,,-9.9522985265,-332.110073151,0.0069028245,,8.48286059445E-05,-8.26168969801E-05,-0.7156096873,-0.6985003661
2445665000000,,110382,,2445,644000000,"""map""","""base_link""",,,-9.9530503753,-332.079419332,0.0069028247,,8.48268203969E-05,-8.26186929165E-05,-0.7156081823,-0.698501908
2445665000000,,110383,,2445,654000000,"""map""","""base_link""",,,-9.9537984127,-332.048765298,0.0069028246,,8.48246984902E-05,-8.26208967166E-05,-0.715615727,-0.6984941784
2445665000000,,110384,,2445,664000000,"""map""","""base_link""",,,-9.9545340841,-332.018110476,0.0069028247,,0.000084826,-8.26191626992E-05,-0.7156223664,-0.6984873762
2445711000000,,110385,,2445,674000000,"""map""","""base_link""",,,-9.9552444205,-331.987454559,0.0069028248,,8.48262552136E-05,-0.000082619,-0.7156312144,-0.6984783111
2445711000000,,110386,,2445,684000000,"""map""","""base_link""",,,-9.9559160674,-331.956796845,0.0069028248,,8.48273837455E-05,-8.26178052221E-05,-0.7156330988,-0.6984763803
2445711000000,,110387,,2445,694000000,"""map""","""base_link""",,,-9.9566125733,-331.926139342,0.0069028249,,8.48283334736E-05,-8.26168149804E-05,-0.7156281991,-0.6984814004
2445711000000,,110388,,2445,704000000,"""map""","""base_link""",,,-9.9573599868,-331.895483202,0.0069028251,,8.48267833988E-05,-8.2618381122E-05,-0.7156274266,-0.6984821918
2445711000000,,110389,,2445,714000000,"""map""","""base_link""",,,-9.958101587,-331.864826746,0.006902825,,8.48251156024E-05,-8.26201160578E-05,-0.715634327,-0.698475122
2445724000000,,110390,,2445,724000000,"""map""","""base_link""",,,-9.9588336784,-331.834168443,0.0069028248,,8.48263040243E-05,-8.26192803782E-05,-0.7156021744,-0.6985080629
2445763000000,,110391,,2445,734000000,"""map""","""base_link""",,,-9.9595590294,-331.803510796,0.0069028249,,8.48260853522E-05,-8.26195008293E-05,-0.7156107839,-0.6984992427
2445763000000,,110392,,2445,744000000,"""map""","""base_link""",,,-9.9602390347,-331.772851231,0.0069028249,,8.48267059998E-05,-8.2618887477E-05,-0.7156152108,-0.6984947072
2445763000000,,110393,,2445,754000000,"""map""","""base_link""",,,-9.96092276,-331.742191176,0.0069028249,,8.48281945564E-05,-8.2617359914E-05,-0.7156116283,-0.6984983775
2445807000000,,110394,,2445,764000000,"""map""","""base_link""",,,-9.9616571621,-331.711532375,0.0069028251,,8.48274255754E-05,-8.26181176556E-05,-0.7156086854,-0.6985013926
2445807000000,,110395,,2445,774000000,"""map""","""base_link""",,,-9.9624072872,-331.680873943,0.0069028251,,8.48254007595E-05,-8.26201996102E-05,-0.7156135543,-0.6984964044
2445807000000,,110396,,2445,784000000,"""map""","""base_link""",,,-9.9631329304,-331.65021439,0.0069028251,,8.48259385855E-05,-8.26192775734E-05,-0.7156189066,-0.6984909208
2445807000000,,110397,,2445,794000000,"""map""","""base_link""",,,-9.9638710164,-331.61955494,0.0069028253,,8.48262623267E-05,-0.000082619,-0.7156266252,-0.6984830128
2445807000000,,110398,,2445,804000000,"""map""","""base_link""",,,-9.9645625417,-331.588893642,0.0069028253,,8.48262818461E-05,-0.000082619,-0.7156336481,-0.6984758175
2445850000000,,110399,,2445,814000000,"""map""","""base_link""",,,-9.9652361754,-331.558231153,0.0069028253,,0.000084828,-8.26171853783E-05,-0.7156319055,-0.698477603
2445850000000,,110400,,2445,824000000,"""map""","""base_link""",,,-9.9659547819,-331.527569631,0.0069028255,,8.48281036294E-05,-8.26170744382E-05,-0.7156271997,-0.6984824242
2445850000000,,110401,,2445,834000000,"""map""","""base_link""",,,-9.966709394,-331.496909103,0.0069028256,,8.48259362649E-05,-8.26192841669E-05,-0.7156297454,-0.6984798161
2445850000000,,110402,,2445,844000000,"""map""","""base_link""",,,-9.9674370015,-331.466246376,0.0069028251,,8.48251759383E-05,-8.2620567887E-05,-0.7155995454,-0.6985107563
2445854000000,,110403,,2445,854000000,"""map""","""base_link""",,,-9.9681788261,-331.435584831,0.0069028253,,8.4826413543E-05,-8.26191990285E-05,-0.715605618,-0.6985045351
2445864000000,,110404,,2445,864000000,"""map""","""base_link""",,,-9.9688842118,-331.404921846,0.0069028254,,8.48260732975E-05,-8.261955511E-05,-0.7156138019,-0.6984961507
2445909000000,,110405,,2445,874000000,"""map""","""base_link""",,,-9.9695566826,-331.374257239,0.0069028254,,8.48274581551E-05,-8.2618154686E-05,-0.7156145089,-0.6984954263
2445909000000,,110406,,2445,884000000,"""map""","""base_link""",,,-9.9702599594,-331.343593077,0.0069028255,,8.48282548291E-05,-8.26173171356E-05,-0.7156096611,-0.6985003929
2445909000000,,110407,,2445,894000000,"""map""","""base_link""",,,-9.97100999,-331.312930182,0.0069028256,,8.48265338151E-05,-8.26190583265E-05,-0.7156098029,-0.6985002476
2445909000000,,110408,,2445,904000000,"""map""","""base_link""",,,-9.971746546,-331.282266711,0.0069028256,,8.48251491831E-05,-8.26205089432E-05,-0.7156167338,-0.6984931469
2445916000000,,110409,,2445,914000000,"""map""","""base_link""",,,-9.9724945451,-331.251603232,0.0069028257,,8.48260639316E-05,-8.26191992194E-05,-0.7156233706,-0.6984863474
2445924000000,,110410,,2445,924000000,"""map""","""base_link""",,,-9.973198765,-331.22093811,0.0069028258,,0.000084826,-8.26193077095E-05,-0.7156329148,-0.6984765688
2445962000000,,110411,,2445,934000000,"""map""","""base_link""",,,-9.9738630169,-331.1902711,0.0069028258,,8.48277315976E-05,-8.26175207885E-05,-0.7156334629,-0.6984760073
2445962000000,,110412,,2445,944000000,"""map""","""base_link""",,,-9.974564346,-331.159604698,0.0069028259,,8.48286530813E-05,-8.26165483531E-05,-0.7156272438,-0.6984823791
2445962000000,,110413,,2445,954000000,"""map""","""base_link""",,,-9.9753218333,-331.128939899,0.006902826,,8.48264987617E-05,-8.26187293156E-05,-0.7156272411,-0.6984823818
2446009000000,,110414,,2445,964000000,"""map""","""base_link""",,,-9.9760626968,-331.098274478,0.006902826,,8.48248361254E-05,-8.26204697674E-05,-0.7156356465,-0.6984737701
2446009000000,,110415,,2445,974000000,"""map""","""base_link""",,,-9.9767991362,-331.067607374,0.0069028257,,8.48262826706E-05,-8.26193723424E-05,-0.7156047878,-0.6985053856
2446009000000,,110416,,2445,984000000,"""map""","""base_link""",,,-9.9775061682,-331.036940171,0.0069028258,,8.48263230761E-05,-8.26193318968E-05,-0.7156129124,-0.698497062
2446009000000,,110417,,2445,994000000,"""map""","""base_link""",,,-9.9781806268,-331.006271379,0.0069028259,,8.4827366074E-05,-8.26182741776E-05,-0.7156141131,-0.6984958318
2446009000000,,110418,,2446,4000000,"""map""","""base_link""",,,-9.9788822436,-330.97560292,0.0069028259,,8.48281374765E-05,-8.26174662341E-05,-0.7156097097,-0.6985003431
2446052000000,,110419,,2446,14000000,"""map""","""base_link""",,,-9.9796292229,-330.944935672,0.0069028261,,8.48266049568E-05,-0.000082619,-0.7156096578,-0.6985003963
