rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,qx,qy,qz,qw
2515914000000,,117409,,2515,914000000,"""map""",,,75.3649765882,-257.973904699,0.0069022116,,8.18860981848E-05,-8.60229275047E-05,-0.6883603995,-0.7253688347
2515924000000,,117410,,2515,924000000,"""map""",,,75.3649754507,-257.973881697,0.0069023301,,8.17736529048E-05,-8.58786743294E-05,-0.6883481454,-0.7253804634
2515934000000,,117411,,2515,934000000,"""map""",,,75.3649719363,-257.973856191,0.0069022754,,8.19182928345E-05,-8.60468754841E-05,-0.6883794087,-0.7253507948
2515944000000,,117412,,2515,944000000,"""map""",,,75.3649758239,-257.973832031,0.006902275,,8.18041145722E-05,-8.59274740061E-05,-0.6883682996,-0.7253613375
2515954000000,,117413,,2515,954000000,"""map""",,,75.3649714968,-257.97380967,0.0069023377,,8.18621021627E-05,-8.59769470233E-05,-0.6883601461,-0.7253690751
2515964000000,,117414,,2515,964000000,"""map""",,,75.3649788033,-257.973785135,0.0069022286,,8.18383470637E-05,-8.59683275263E-05,-0.6883489248,-0.7253797237
2515974000000,,117415,,2515,974000000,"""map""",,,75.3649681661,-257.973760319,0.0069023586,,8.18316260159E-05,-8.59268451836E-05,-0.688378804,-0.7253513688
2515984000000,,117416,,2515,984000000,"""map""",,,75.3649767143,-257.97373568,0.0069021909,,8.18669033689E-05,-8.6001594442E-05,-0.6883688342,-0.7253608302
2515994000000,,117417,,2515,994000000,"""map""",,,75.3649662715,-257.973713171,0.0069023893,,8.17698960581E-05,-8.58667813689E-05,-0.6883598427,-0.7253693631
2516004000000,,117418,,2516,4000000,"""map""",,,75.3649797687,-257.973689671,0.0069022423,,8.18904183362E-05,-8.60225676109E-05,-0.6883496504,-0.7253790352
2516013000000,,117419,,2516,14000000,"""map""",,,75.3649654696,-257.973663809,0.0069023768,,8.17621890008E-05,-0.000085856,-0.688378329,-0.7253518196
2516024000000,,117420,,2516,24000000,"""map""",,,75.3649765909,-257.973640979,0.0069022422,,8.19171969569E-05,-8.60536261364E-05,-0.6883690934,-0.7253605842
2516034000000,,117421,,2516,34000000,"""map""",,,75.3649619231,-257.973616244,0.0069023323,,8.17532446081E-05,-8.58651910202E-05,-0.6883593779,-0.7253698042
2516043000000,,117422,,2516,44000000,"""map""",,,75.3649782063,-257.973594335,0.0069022825,,8.18881959849E-05,-8.6024065329E-05,-0.688350333,-0.7253783875
2516054000000,,117423,,2516,54000000,"""map""",,,75.3649645777,-257.973566711,0.0069022739,,8.18013953048E-05,-8.5918848845E-05,-0.6883777991,-0.7253523224
2516064000000,,117424,,2516,64000000,"""map""",,,75.36497531,-257.973545297,0.0069023155,,8.18641008364E-05,-8.59728843032E-05,-0.6883691414,-0.7253605387
2516074000000,,117425,,2516,74000000,"""map""",,,75.3649607313,-257.973519202,0.0069022124,,8.18441101243E-05,-8.59773889109E-05,-0.6883584212,-0.725370712
2516084000000,,117426,,2516,84000000,"""map""",,,75.364974262,-257.9734982,0.0069023689,,8.17966103547E-05,-8.58993342199E-05,-0.6883506629,-0.7253780744
2516093000000,,117427,,2516,94000000,"""map""",,,75.364967288,-257.973473112,0.0069022267,,8.18728987507E-05,-8.60044889799E-05,-0.6883388216,-0.725389311
2516104000000,,117428,,2516,104000000,"""map""",,,75.3649730798,-257.973448555,0.0069023595,,8.17708393096E-05,-8.58705406321E-05,-0.6883694278,-0.7253602669
2516114000000,,117429,,2516,114000000,"""map""",,,75.3649669849,-257.973423275,0.0069021689,,8.18736563656E-05,-8.60332512387E-05,-0.688358466,-0.7253706695
2516123000000,,117430,,2516,124000000,"""map""",,,75.364969382,-257.973402569,0.006902488,,0.000081849,-8.59630545453E-05,-0.6883510326,-0.7253777235
2516134000000,,117431,,2516,134000000,"""map""",,,75.3649715105,-257.973393216,0.0069036203,,8.160773588E-05,-8.57426686847E-05,-0.6883385537,-0.7253895654
2516144000000,,117432,,2516,144000000,"""map""",,,75.364978909,-257.973382232,0.0069035692,,8.15204695502E-05,-8.5582243024E-05,-0.6883659153,-0.7253636004
2516154000000,,117433,,2516,154000000,"""map""",,,75.3649580397,-257.973362673,0.0069021244,,8.1746784873E-05,-8.58473164939E-05,-0.6883539521,-0.7253749531
2516164000000,,117434,,2516,164000000,"""map""",,,75.3649644559,-257.97334201,0.0069019237,,8.16978145657E-05,-8.58114404006E-05,-0.6883466692,-0.7253818642
2516174000000,,117435,,2516,174000000,"""map""",,,75.3649583988,-257.97331911,0.0069025614,,8.17226368479E-05,-8.58375598202E-05,-0.6883348193,-0.7253931089
2516184000000,,117436,,2516,184000000,"""map""",,,75.3649690197,-257.973291217,0.0069028832,,0.000081691,-8.58250836511E-05,-0.688365419,-0.7253640713
2516194000000,,117437,,2516,194000000,"""map""",,,75.3649620245,-257.973265822,0.006902851,,8.16017850086E-05,-8.57043228982E-05,-0.6883526249,-0.7253762126
2516204000000,,117438,,2516,204000000,"""map""",,,75.3649716765,-257.973239811,0.0069025369,,8.17783943886E-05,-8.59007870794E-05,-0.688343784,-0.7253846021
2516214000000,,117439,,2516,214000000,"""map""",,,75.3649587645,-257.973208924,0.0069025416,,8.1689647197E-05,-8.5797566865E-05,-0.6883712132,-0.7253585726
2516224000000,,117440,,2516,224000000,"""map""",,,75.3649718727,-257.973183752,0.0069027088,,8.17116343778E-05,-8.58099036607E-05,-0.6883618344,-0.725367473
2516234000000,,117441,,2516,234000000,"""map""",,,75.3649635636,-257.973154587,0.006902671,,8.17486389716E-05,-8.58691095635E-05,-0.6883511975,-0.7253775671
2516244000000,,117442,,2516,244000000,"""map""",,,75.3649759687,-257.973128641,0.0069027587,,0.000081629,-8.57229259908E-05,-0.688340216,-0.7253879879
2516254000000,,117443,,2516,254000000,"""map""",,,75.3649633469,-257.973097745,0.006902646,,8.17739396255E-05,-8.58881851003E-05,-0.6883685646,-0.7253610861
2516264000000,,117444,,2516,264000000,"""map""",,,75.3649724585,-257.97306987,0.0069026242,,8.17018112214E-05,-8.58167762489E-05,-0.6883582838,-0.7253708425
2516274000000,,117445,,2516,274000000,"""map""",,,75.3649657896,-257.973042925,0.0069027227,,8.16687213063E-05,-0.000085764,-0.6883484121,-0.7253802104
2516284000000,,117446,,2516,284000000,"""map""",,,75.3649768378,-257.973015223,0.0069026294,,8.17542446057E-05,-0.000085876,-0.6883368789,-0.7253911546
2516294000000,,117447,,2516,294000000,"""map""",,,75.3649686626,-257.972985052,0.0069027216,,8.16466653681E-05,-0.00008574,-0.6883653916,-0.7253640973
2516304000000,,117448,,2516,304000000,"""map""",,,75.3649716324,-257.972958411,0.0069026696,,8.1792640418E-05,-8.59046992512E-05,-0.6883540183,-0.7253748903
2516314000000,,117449,,2516,314000000,"""map""",,,75.3649677176,-257.972929487,0.0069026541,,8.16791364708E-05,-8.57941879677E-05,-0.6883455744,-0.7253829032
2516324000000,,117450,,2516,324000000,"""map""",,,75.3649741168,-257.972904092,0.0069027156,,8.17079286224E-05,-8.58108534731E-05,-0.6883329283,-0.7253949033
2516334000000,,117451,,2516,334000000,"""map""",,,75.3649740127,-257.972872959,0.0069026078,,8.17378478297E-05,-8.58613383256E-05,-0.6883623256,-0.7253670069
2516344000000,,117452,,2516,344000000,"""map""",,,75.3649693224,-257.972846284,0.0069027253,,8.16225321124E-05,-8.57192868746E-05,-0.6883497376,-0.7253789525
2516354000000,,117453,,2516,354000000,"""map""",,,75.3649702489,-257.972818841,0.0069026492,,8.17651342795E-05,-8.58865461506E-05,-0.68834184,-0.7253864468
2516364000000,,117454,,2516,364000000,"""map""",,,75.3649677067,-257.972791259,0.0069026751,,8.16852512202E-05,-0.000085792,-0.6883295284,-0.7253981295
2516374000000,,117455,,2516,374000000,"""map""",,,75.3649778655,-257.972763353,0.0069027142,,8.16721765984E-05,-8.5766886623E-05,-0.6883585341,-0.7253706049
2516384000000,,117456,,2516,384000000,"""map""",,,75.3649654946,-257.972734639,0.0069026138,,8.17488316352E-05,-8.58762158581E-05,-0.6883461871,-0.7253823217
2516394000000,,117457,,2516,394000000,"""map""",,,75.3649727837,-257.972708282,0.0069027134,,8.16366300699E-05,-8.57403091488E-05,-0.6883376099,-0.7253904609
2516403000000,,117458,,2516,404000000,"""map""",,,75.3649639261,-257.972678857,0.0069026763,,8.17581020543E-05,-8.58718269995E-05,-0.6883651333,-0.7253643424
2516414000000,,117459,,2516,414000000,"""map""",,,75.3649794177,-257.972651945,0.0069026432,,8.17159247378E-05,-8.58368353504E-05,-0.6883552951,-0.7253736787
2516424000000,,117460,,2516,424000000,"""map""",,,75.3649676791,-257.972625294,0.0069027379,,8.16456356787E-05,-8.57432934964E-05,-0.6883434621,-0.7253849076
2516434000000,,117461,,2516,434000000,"""map""",,,75.3649754598,-257.972598206,0.0069026341,,8.1766069601E-05,-8.58944520243E-05,-0.6883335801,-0.7253942848
2516444000000,,117462,,2516,444000000,"""map""",,,75.3649643554,-257.9725681,0.0069027201,,8.16290542244E-05,-8.57297176063E-05,-0.6883622593,-0.7253670698
2516454000000,,117463,,2516,454000000,"""map""",,,75.3649788293,-257.972542093,0.0069026315,,8.17618239705E-05,-8.58935945995E-05,-0.6883516075,-0.725377178
2516464000000,,117464,,2516,464000000,"""map""",,,75.3649713326,-257.972514054,0.0069026687,,0.000081673,-8.57826362626E-05,-0.6883410886,-0.7253871599
2516474000000,,117465,,2516,474000000,"""map""",,,75.364976847,-257.972488823,0.0069027078,,8.1693731095E-05,-8.57863307021E-05,-0.6883291107,-0.7253985258
2516484000000,,117466,,2516,484000000,"""map""",,,75.3649672532,-257.972457745,0.006902609,,8.17499341101E-05,-8.58714600245E-05,-0.6883591234,-0.7253700457
2516494000000,,117467,,2516,494000000,"""map""",,,75.3649752983,-257.972432255,0.0069027325,,8.1628632157E-05,-8.57264625287E-05,-0.6883475143,-0.7253810623
2516504000000,,117468,,2516,504000000,"""map""",,,75.3649747508,-257.972405576,0.0069026654,,0.000081765,-8.58876710256E-05,-0.6883382084,-0.7253898929
2516514000000,,117469,,2516,514000000,"""map""",,,75.3649763668,-257.97237843,0.0069026564,,8.16741705941E-05,-8.57913062441E-05,-0.6883254118,-0.7254020357
2516524000000,,117470,,2516,524000000,"""map""",,,75.3649718915,-257.972350246,0.0069027064,,8.16818805084E-05,-8.57838163504E-05,-0.6883549766,-0.7253739809
2516534000000,,117471,,2516,534000000,"""map""",,,75.3649698225,-257.972322672,0.0069026083,,8.17475765429E-05,-8.58719309825E-05,-0.6883437187,-0.725384664
2516543000000,,117472,,2516,544000000,"""map""",,,75.3649763667,-257.972296796,0.006902701,,8.163633647E-05,-8.57448305906E-05,-0.6883349132,-0.7253930198
2516554000000,,117473,,2516,554000000,"""map""",,,75.3649732275,-257.972270899,0.0069026866,,8.17478605026E-05,-8.58644004052E-05,-0.6883216543,-0.7254056011
2516564000000,,117474,,2516,564000000,"""map""",,,75.3649769904,-257.972241201,0.0069026476,,8.17073296645E-05,-8.58287831249E-05,-0.6883513293,-0.7253774421
2516574000000,,117475,,2516,574000000,"""map""",,,75.3649634467,-257.97221506,0.0069027332,,8.16457284724E-05,-8.57428682194E-05,-0.6883394068,-0.7253887558
2516584000000,,117476,,2516,584000000,"""map""",,,75.3649766663,-257.972188666,0.0069026228,,8.17493763331E-05,-8.5877632233E-05,-0.6883314532,-0.725396303
2516594000000,,117477,,2516,594000000,"""map""",,,75.3649708351,-257.972159588,0.0069027011,,8.16195511274E-05,-0.000085723,-0.6883577367,-0.7253713617
2516604000000,,117478,,2516,604000000,"""map""",,,75.3649815436,-257.972134683,0.0069026619,,8.17558618711E-05,-0.000085873,-0.6883472504,-0.7253813127
2516614000000,,117479,,2516,614000000,"""map""",,,75.3649643422,-257.972106275,0.0069026318,,8.16792174693E-05,-0.000085795,-0.6883367328,-0.7253912932
2516624000000,,117480,,2516,624000000,"""map""",,,75.3649757475,-257.972082044,0.0069027038,,8.16756230003E-05,-8.57821596822E-05,-0.6883270496,-0.7254004816
2516634000000,,117481,,2516,634000000,"""map""",,,75.3649606227,-257.972051369,0.0069026135,,8.17371039605E-05,-8.58667306581E-05,-0.6883550314,-0.7253739289
2516644000000,,117482,,2516,644000000,"""map""",,,75.3649734622,-257.972026656,0.0069027312,,8.16181623567E-05,-8.57197499365E-05,-0.688346195,-0.7253823143
2516654000000,,117483,,2516,654000000,"""map""",,,75.3649682431,-257.972000182,0.0069026475,,8.17535432719E-05,-8.58781718637E-05,-0.6883354638,-0.7253924973
2516664000000,,117484,,2516,664000000,"""map""",,,75.364981822,-257.971974392,0.0069026487,,0.000081667,-8.5786288479E-05,-0.6883243065,-0.7254030846
2516674000000,,117485,,2516,674000000,"""map""",,,75.3649669419,-257.971946023,0.0069027024,,8.16835907818E-05,-0.000085789,-0.6883521004,-0.7253767103
2516684000000,,117486,,2516,684000000,"""map""",,,75.3649741022,-257.971919259,0.0069026091,,8.17357867134E-05,-8.58662773549E-05,-0.6883425229,-0.7253857988
2516694000000,,117487,,2516,694000000,"""map""",,,75.3649691314,-257.971893504,0.0069027361,,8.16124404479E-05,-0.000085714,-0.6883330041,-0.7253948314
2516704000000,,117488,,2516,704000000,"""map""",,,75.3649829948,-257.971868347,0.006902648,,8.17487846205E-05,-8.58733446524E-05,-0.6883210206,-0.7254062025
2516715000000,,117489,,2516,714000000,"""map""",,,75.3649738369,-257.971838828,0.0069026643,,8.16605206112E-05,-8.57726439993E-05,-0.688349264,-0.725379402
2516724000000,,117490,,2516,724000000,"""map""",,,75.3649737422,-257.971813949,0.0069026868,,8.17009242423E-05,-8.58103295035E-05,-0.6883378161,-0.7253902652
2516734000000,,117491,,2516,734000000,"""map""",,,75.3649698625,-257.971786358,0.0069026156,,0.000081721,-8.58541249177E-05,-0.6883301086,-0.7253975789
2516744000000,,117492,,2516,744000000,"""map""",,,75.3649791844,-257.97176191,0.0069027368,,8.16072390407E-05,-8.57092105615E-05,-0.6883174411,-0.725409599
2516754000000,,117493,,2516,754000000,"""map""",,,75.3649803901,-257.971733335,0.0069026341,,8.17465946277E-05,-8.5872508586E-05,-0.6883461394,-0.725382367
2516764000000,,117494,,2516,764000000,"""map""",,,75.3649724821,-257.971706663,0.0069026604,,8.16573587196E-05,-0.000085768,-0.6883336659,-0.7253942034
2516774000000,,117495,,2516,774000000,"""map""",,,75.3649715287,-257.971681479,0.0069026823,,8.17134200383E-05,-8.58302991194E-05,-0.6883259692,-0.7254015068
2516784000000,,117496,,2516,784000000,"""map""",,,75.3649714849,-257.971654455,0.0069026336,,8.17044146111E-05,-8.58335156529E-05,-0.688314253,-0.725412624
2516794000000,,117497,,2516,794000000,"""map""",,,75.3649702011,-257.971627212,0.0069027523,,0.000081627,-8.57196028201E-05,-0.6883443851,-0.7253840317
2516804000000,,117498,,2516,804000000,"""map""",,,75.3649724837,-257.971600683,0.0069025878,,8.17436518027E-05,-8.58731078456E-05,-0.6883328869,-0.7253949426
2516814000000,,117499,,2516,814000000,"""map""",,,75.3649782677,-257.971575283,0.0069026776,,8.16206902587E-05,-8.57355945602E-05,-0.6883236003,-0.7254037546
2516824000000,,117500,,2516,824000000,"""map""",,,75.3649712706,-257.971549844,0.0069026692,,8.17413014884E-05,-8.5863895712E-05,-0.6883106745,-0.7254160194
2516834000000,,117501,,2516,834000000,"""map""",,,75.3649751116,-257.971520728,0.0069026384,,8.16887314021E-05,-8.58131478281E-05,-0.6883411489,-0.7253871026
2516844000000,,117502,,2516,844000000,"""map""",,,75.3649661858,-257.971495588,0.0069027209,,8.16477125986E-05,-8.5752566511E-05,-0.6883292465,-0.725398397
2516854000000,,117503,,2516,854000000,"""map""",,,75.3649811526,-257.971469735,0.0069026121,,8.17270945511E-05,-8.58602068483E-05,-0.6883205867,-0.7254066142
2516864000000,,117504,,2516,864000000,"""map""",,,75.3649714668,-257.971441586,0.0069027104,,8.16379425718E-05,-8.57383610642E-05,-0.6883465979,-0.7253819319
2516874000000,,117505,,2516,874000000,"""map""",,,75.3649790613,-257.971417095,0.0069026817,,8.17227325354E-05,-8.58271816334E-05,-0.6883368034,-0.7253912262
2516884000000,,117506,,2516,884000000,"""map""",,,75.3649653323,-257.971389249,0.0069026019,,8.17041803732E-05,-8.58400887561E-05,-0.6883269063,-0.7254006176
2516894000000,,117507,,2516,894000000,"""map""",,,75.3649808145,-257.971365679,0.0069027296,,8.16191003525E-05,-8.57284201672E-05,-0.6883165698,-0.7254104257
2516904000000,,117508,,2516,904000000,"""map""",,,75.3649741058,-257.971336602,0.0069026212,,8.17498361053E-05,-8.58843334529E-05,-0.6883443673,-0.7253840486
2516914000000,,117509,,2516,914000000,"""map""",,,75.3649817509,-257.971311406,0.0069026934,,8.16256972923E-05,-8.57373828626E-05,-0.688332785,-0.7253950393
2516924000000,,117510,,2516,924000000,"""map""",,,75.364968151,-257.971285478,0.0069026732,,8.17313885934E-05,-8.58518852048E-05,-0.6883234361,-0.7254039104
2516934000000,,117511,,2516,934000000,"""map""",,,75.3649779679,-257.971259457,0.0069026236,,8.16972885156E-05,-8.58237675408E-05,-0.688312895,-0.7254139125
2516944000000,,117512,,2516,944000000,"""map""",,,75.3649765832,-257.971232401,0.0069027243,,8.16438827079E-05,-8.57473941747E-05,-0.6883413527,-0.7253869093
2516954000000,,117513,,2516,954000000,"""map""",,,75.3649824975,-257.971206258,0.0069026167,,8.1728718738E-05,-8.58613368654E-05,-0.6883290121,-0.7253986194
2516964000000,,117514,,2516,964000000,"""map""",,,75.3649728006,-257.971180241,0.0069027087,,8.16223436821E-05,-8.57298233327E-05,-0.6883197914,-0.7254073688
2516974000000,,117515,,2516,974000000,"""map""",,,75.3649737686,-257.971155081,0.0069026513,,8.17372257663E-05,-8.58612993264E-05,-0.6883084988,-0.7254180839
2516984000000,,117516,,2516,984000000,"""map""",,,75.3649779218,-257.971126156,0.0069026272,,8.16982678428E-05,-8.583043987E-05,-0.6883385398,-0.7253895785
2516994000000,,117517,,2516,994000000,"""map""",,,75.3649798949,-257.971101869,0.0069027388,,0.000081635,-8.5737747612E-05,-0.6883251035,-0.7254023282
2517004000000,,117518,,2517,4000000,"""map""",,,75.3649785511,-257.971075186,0.0069026248,,8.17381288531E-05,-8.58706018425E-05,-0.688316231,-0.7254107471
2517014000000,,117519,,2517,14000000,"""map""",,,75.3649686052,-257.971048972,0.0069026932,,0.000081622,-8.57321184501E-05,-0.6883042423,-0.7254221226
2517024000000,,117520,,2517,24000000,"""map""",,,75.3649784674,-257.971022057,0.0069026564,,8.1741358498E-05,-8.5861115899E-05,-0.6883347005,-0.7253932217
2517034000000,,117521,,2517,34000000,"""map""",,,75.3649732047,-257.970995186,0.0069026207,,8.16892944192E-05,-0.000085813,-0.6883221253,-0.7254051542
