rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,qx,qy,qz,qw
2535010000000,,119314,,2534,964000000,"""map""",,,76.3493494722,-296.099559371,0.0069035392,,9.44315227171E-05,-7.29999136952E-05,-0.870055635,-0.4929535249
2535010000000,,119315,,2534,974000000,"""map""",,,76.3580594588,-296.114098963,0.0069011583,,8.57731020668E-05,-8.7320444984E-05,-0.8701527064,-0.4927821554
2535010000000,,119316,,2534,984000000,"""map""",,,76.3667528787,-296.128552289,0.0068964371,,7.72903117857E-05,-0.0001020532,-0.8703148162,-0.4924957912
2535010000000,,119317,,2534,994000000,"""map""",,,76.3753782439,-296.142911217,0.006890832,,7.19864824071E-05,-0.0001102257,-0.8705458665,-0.4920872656
2535010000000,,119318,,2535,4000000,"""map""",,,76.3839299299,-296.157144754,0.0068761023,,7.34764932757E-05,-0.0001110048,-0.8708492062,-0.491550244
2535058000000,,119319,,2535,14000000,"""map""",,,76.3924225359,-296.171191107,0.0068676746,,7.60173760503E-05,-0.0001093511,-0.8712224879,-0.4908883365
2535058000000,,119320,,2535,24000000,"""map""",,,76.4008313471,-296.185024579,0.0068781722,,7.55187191767E-05,-0.0001069638,-0.8716588453,-0.4901130893
2535058000000,,119321,,2535,34000000,"""map""",,,76.4091215147,-296.198676555,0.0068908069,,7.41776831154E-05,-0.0001051881,-0.8721602781,-0.4892202292
2535058000000,,119322,,2535,44000000,"""map""",,,76.417322529,-296.212133856,0.0068910837,,7.45230727575E-05,-0.0001044849,-0.8727327372,-0.4881982722
2535058000000,,119323,,2535,54000000,"""map""",,,76.4254163465,-296.225344531,0.0068848875,,7.56223935951E-05,-0.0001044858,-0.8733434597,-0.4871049011
2535102000000,,119324,,2535,64000000,"""map""",,,76.4334486102,-296.238360797,0.0068825406,,7.63052486839E-05,-0.0001041996,-0.8740491501,-0.4858374898
2535102000000,,119325,,2535,74000000,"""map""",,,76.4414102509,-296.251103616,0.0068863476,,7.91463173627E-05,-0.0001011169,-0.8748022765,-0.484480093
2535102000000,,119326,,2535,84000000,"""map""",,,76.4493177735,-296.263755891,0.0068945405,,8.32335827878E-05,-9.17946855331E-05,-0.8755926802,-0.4830501454
2535102000000,,119327,,2535,94000000,"""map""",,,76.4571613288,-296.276295191,0.0068979956,,0.000088527,-8.29338680501E-05,-0.8764191886,-0.48154895
2535104000000,,119328,,2535,104000000,"""map""",,,76.4650526534,-296.288739281,0.0068999604,,0.000095613,-7.21028211875E-05,-0.8772470172,-0.4800392239
2535114000000,,119329,,2535,114000000,"""map""",,,76.4730008381,-296.301100417,0.0069033094,,0.0001008479,-6.21875134045E-05,-0.8781002366,-0.4784767084
2535127000000,,119330,,2535,124000000,"""map""",,,76.4810027716,-296.313411572,0.0069050058,,0.0001044012,-5.57626238296E-05,-0.8789523549,-0.4769095761
2535168000000,,119331,,2535,134000000,"""map""",,,76.4890164725,-296.325734921,0.0069058414,,0.0001080642,-5.06982982213E-05,-0.8797991501,-0.4753456019
2535168000000,,119332,,2535,144000000,"""map""",,,76.4970978042,-296.33813646,0.0069112557,,0.0001172064,-3.9596442578E-05,-0.8806211799,-0.4738209812
2535168000000,,119333,,2535,154000000,"""map""",,,76.5053275243,-296.350652463,0.0069204972,,0.0001265388,-2.22472898441E-05,-0.8814023573,-0.4723662435
2535168000000,,119334,,2535,164000000,"""map""",,,76.5137381242,-296.363296308,0.0069242309,,0.0001350764,-3.4151579647E-06,-0.8821178184,-0.4710288061
2535212000000,,119335,,2535,174000000,"""map""",,,76.5223461351,-296.375983445,0.0069028817,,0.0001421292,1.61884326348E-06,-0.8827597816,-0.4698245925
2535212000000,,119336,,2535,184000000,"""map""",,,76.5309860919,-296.388740422,0.0068810646,,0.0001445117,9.61638860633E-07,-0.8833163804,-0.4687772939
2535212000000,,119337,,2535,194000000,"""map""",,,76.5396671474,-296.401662926,0.0068801714,,0.000142185,-4.34894881193E-07,-0.8838159166,-0.4678348056
2535212000000,,119338,,2535,204000000,"""map""",,,76.5484242515,-296.414582494,0.0068864535,,0.0001381473,-1.70146820059E-06,-0.88425168,-0.4670106501
2535258000000,,119339,,2535,214000000,"""map""",,,76.5572693198,-296.42748738,0.0068840256,,0.000136853,-3.31325894208E-06,-0.8846134267,-0.4663250654
2535258000000,,119340,,2535,224000000,"""map""",,,76.5661679833,-296.440411993,0.0068810308,,0.0001370032,-3.04366980868E-06,-0.8849226267,-0.4657380444
2535258000000,,119341,,2535,234000000,"""map""",,,76.5750818232,-296.453343195,0.0068815938,,0.000136654,-0.000002756,-0.8851334862,-0.4653371819
2535258000000,,119342,,2535,244000000,"""map""",,,76.5839956146,-296.466340821,0.0068829832,,0.0001359901,-0.000002901,-0.8852775446,-0.4650630608
2535258000000,,119343,,2535,254000000,"""map""",,,76.5929123114,-296.479359268,0.0068844428,,0.0001346702,-4.06035019962E-06,-0.8853580367,-0.4649098071
2535306000000,,119344,,2535,264000000,"""map""",,,76.6018629371,-296.492373526,0.0068901879,,0.0001282852,-0.000015653,-0.8854026235,-0.4648248893
2535306000000,,119345,,2535,274000000,"""map""",,,76.610844983,-296.505363874,0.0069046195,,0.0001177067,-3.08456925922E-05,-0.8854330994,-0.4647668358
2535306000000,,119346,,2535,284000000,"""map""",,,76.6198312364,-296.518379459,0.0069114614,,0.0001100897,-4.30411343295E-05,-0.8854756056,-0.4646858486
2535306000000,,119347,,2535,294000000,"""map""",,,76.628844448,-296.531412838,0.0069071299,,0.0001069901,-5.03274025768E-05,-0.8854916953,-0.4646551878
2535306000000,,119348,,2535,304000000,"""map""",,,76.6378408082,-296.54444411,0.0069020875,,0.0001062984,-5.32561009529E-05,-0.8854967871,-0.4646454842
2535318000000,,119349,,2535,314000000,"""map""",,,76.6468175301,-296.557558659,0.0069023501,,0.0001060863,-5.35783954505E-05,-0.8855034577,-0.4646327715
2535324000000,,119350,,2535,324000000,"""map""",,,76.655820286,-296.570673907,0.006904888,,0.0001059625,-5.30102967823E-05,-0.8855130647,-0.464614462
2535364000000,,119351,,2535,334000000,"""map""",,,76.664887762,-296.583755013,0.0069056923,,0.0001060889,-5.24864981062E-05,-0.8855185576,-0.4646039928
2535364000000,,119352,,2535,344000000,"""map""",,,76.6739454218,-296.596822809,0.0069047636,,0.0001061423,-5.26706418931E-05,-0.8855101381,-0.4646200398
2535364000000,,119353,,2535,354000000,"""map""",,,76.6829980271,-296.609977416,0.0069040471,,0.0001056651,-5.38043910562E-05,-0.8855060418,-0.4646278466
2535364000000,,119354,,2535,364000000,"""map""",,,76.6920531055,-296.62314063,0.0069042182,,0.0001050065,-0.000055003,-0.8855060345,-0.4646278605
2535407000000,,119355,,2535,374000000,"""map""",,,76.7011261804,-296.636307259,0.0069045917,,0.0001041961,-5.63463209755E-05,-0.8855091353,-0.464621951
2535407000000,,119356,,2535,384000000,"""map""",,,76.710214064,-296.649479055,0.0069045034,,0.0001017931,-6.05240642507E-05,-0.885521323,-0.4645987219
2535407000000,,119357,,2535,394000000,"""map""",,,76.7192964066,-296.662662324,0.0069035044,,9.63815557767E-05,-6.99204134447E-05,-0.8855604055,-0.4645242232
2535407000000,,119358,,2535,404000000,"""map""",,,76.7283770608,-296.675829261,0.0069005767,,8.80223488967E-05,-8.52663540109E-05,-0.8856542411,-0.4643452921
2535451000000,,119359,,2535,414000000,"""map""",,,76.7374559333,-296.688893477,0.0068957894,,8.03238198067E-05,-9.98133544439E-05,-0.8858116122,-0.4640450099
2535451000000,,119360,,2535,424000000,"""map""",,,76.7464625516,-296.701826065,0.0068904864,,7.56436979527E-05,-0.0001075838,-0.8860266249,-0.4636343416
2535451000000,,119361,,2535,434000000,"""map""",,,76.7553330652,-296.714676277,0.0068766562,,7.71403993498E-05,-0.0001082209,-0.8863055271,-0.4631009555
2535451000000,,119362,,2535,444000000,"""map""",,,76.7641318749,-296.727398338,0.0068689513,,7.94044309383E-05,-0.0001066373,-0.8866618322,-0.462418401
2535498000000,,119363,,2535,454000000,"""map""",,,76.7728663554,-296.739836115,0.0068787208,,7.88319217287E-05,-0.0001044605,-0.8870767461,-0.4616219551
2535498000000,,119364,,2535,464000000,"""map""",,,76.7814698247,-296.752096661,0.0068903694,,7.75657261252E-05,-0.0001028574,-0.8875468316,-0.4607174895
2535498000000,,119365,,2535,474000000,"""map""",,,76.7899595458,-296.764183758,0.0068907216,,7.78462445437E-05,-0.0001022146,-0.8880824946,-0.4596840941
2535498000000,,119366,,2535,484000000,"""map""",,,76.7983724396,-296.776041019,0.0068851271,,7.88112872423E-05,-0.0001022215,-0.8886821723,-0.4585236962
2535498000000,,119367,,2535,494000000,"""map""",,,76.8066822464,-296.787642248,0.0068831425,,8.02375681347E-05,-0.0001016757,-0.8893340932,-0.457257973
2535515000000,,119368,,2535,504000000,"""map""",,,76.8148674876,-296.79911709,0.0068895984,,8.42183044441E-05,-9.45496801063E-05,-0.8900212233,-0.4559190784
2535515000000,,119369,,2535,514000000,"""map""",,,76.8229829092,-296.810561719,0.0068979758,,8.94741341238E-05,-0.000083864,-0.8907463792,-0.4545006853
2535524000000,,119370,,2535,524000000,"""map""",,,76.8311466733,-296.82188796,0.006902465,,9.6250768353E-05,-7.11026372616E-05,-0.8914753181,-0.4530692473
2535534000000,,119371,,2535,534000000,"""map""",,,76.8393534111,-296.833096511,0.0069034773,,0.0001018228,-0.000060803,-0.8922281411,-0.4515849091
2535574000000,,119372,,2535,544000000,"""map""",,,76.8475927181,-296.844300393,0.0069039127,,0.0001066479,-5.32184082326E-05,-0.8929808724,-0.4500945981
2535574000000,,119373,,2535,554000000,"""map""",,,76.8559070315,-296.855529081,0.0069086721,,0.0001151249,-4.22662298485E-05,-0.8937168598,-0.4486314294
2535574000000,,119374,,2535,564000000,"""map""",,,76.8643358365,-296.866872674,0.0069187556,,0.00012353,-2.41971373024E-05,-0.8944092753,-0.4472494075
2535574000000,,119375,,2535,574000000,"""map""",,,76.8729514284,-296.87835455,0.0069246389,,0.0001331553,-0.00000387,-0.8950510162,-0.4459637436
2535622000000,,119376,,2535,584000000,"""map""",,,76.8817131701,-296.889886341,0.0069097585,,0.000139563,4.56755105759E-06,-0.895619428,-0.4448211108
2535622000000,,119377,,2535,594000000,"""map""",,,76.8905542037,-296.901509581,0.0068832516,,0.0001430142,4.18218621137E-06,-0.896114674,-0.4438225666
2535622000000,,119378,,2535,604000000,"""map""",,,76.8994652195,-296.913243811,0.0068756715,,0.0001419198,2.64655563701E-06,-0.8965503881,-0.442941736
2535622000000,,119379,,2535,614000000,"""map""",,,76.9084477963,-296.924991305,0.0068819751,,0.0001381512,1.40532789019E-06,-0.8969227764,-0.4421871935
2535665000000,,119380,,2535,624000000,"""map""",,,76.9174778714,-296.936745031,0.0068843558,,0.0001366906,1.44375445842E-07,-0.8972248536,-0.4415739388
2535665000000,,119381,,2535,634000000,"""map""",,,76.926569439,-296.948541261,0.0068847874,,0.0001362354,5.1390517065E-07,-0.8974628285,-0.4410900734
2535665000000,,119382,,2535,644000000,"""map""",,,76.9356970866,-296.960311763,0.0068845286,,0.0001358783,6.97786940236E-07,-0.8976517394,-0.4407054985
2535665000000,,119383,,2535,654000000,"""map""",,,76.9448003409,-296.972132207,0.006884196,,0.000135036,-4.95124492657E-08,-0.8977503355,-0.4405046162
2535665000000,,119384,,2535,664000000,"""map""",,,76.9539475204,-296.983998046,0.0068885183,,0.0001300462,-9.92688649475E-06,-0.8978161798,-0.4403704013
2535709000000,,119385,,2535,674000000,"""map""",,,76.963116613,-296.995813417,0.006903396,,0.0001206288,-2.37628978258E-05,-0.8978630258,-0.4402748821
2535709000000,,119386,,2535,684000000,"""map""",,,76.972265957,-297.007659826,0.0069118753,,0.0001133931,-3.5488756305E-05,-0.897915118,-0.4401686344
2535709000000,,119387,,2535,694000000,"""map""",,,76.9814352755,-297.019560462,0.0069080233,,0.0001102825,-4.31198301482E-05,-0.8979231901,-0.4401521676
2535709000000,,119388,,2535,704000000,"""map""",,,76.9906202074,-297.031466367,0.0069023359,,0.0001094,-4.68372973904E-05,-0.8979473371,-0.4401029034
2535714000000,,119389,,2535,714000000,"""map""",,,76.9998587085,-297.043350253,0.0069021002,,0.0001088588,-4.80226383444E-05,-0.8979661009,-0.4400646173
2535724000000,,119390,,2535,724000000,"""map""",,,77.0090894034,-297.055220842,0.0069047634,,0.000108298,-4.82728619472E-05,-0.8979717035,-0.4400531851
2535764000000,,119391,,2535,734000000,"""map""",,,77.0183290311,-297.067173638,0.0069058512,,0.0001079837,-4.85512508065E-05,-0.8979989343,-0.4399976137
2535764000000,,119392,,2535,744000000,"""map""",,,77.0275872733,-297.079117169,0.0069049431,,0.0001079152,-4.89987750426E-05,-0.8980039601,-0.4399873561
2535764000000,,119393,,2535,754000000,"""map""",,,77.0368310986,-297.091069424,0.0069040992,,0.0001078939,-4.93266430268E-05,-0.8980021478,-0.4399910549
2535764000000,,119394,,2535,764000000,"""map""",,,77.0460709449,-297.103087966,0.0069042591,,0.0001077764,-4.94788491247E-05,-0.898002302,-0.4399907403
2535807000000,,119395,,2535,774000000,"""map""",,,77.0553792612,-297.115101459,0.0069047238,,0.0001073556,-5.01777223362E-05,-0.8980086866,-0.4399777094
2535807000000,,119396,,2535,784000000,"""map""",,,77.0647267076,-297.127034288,0.006904794,,0.0001067531,-5.13824604773E-05,-0.8980053555,-0.4399845083
2535807000000,,119397,,2535,794000000,"""map""",,,77.0739972936,-297.13904338,0.0069045998,,0.0001063472,-5.22709375216E-05,-0.8979928513,-0.4400100282
2535807000000,,119398,,2535,804000000,"""map""",,,77.0832932804,-297.151174203,0.0069045018,,0.000106287,-5.24275631463E-05,-0.8979979079,-0.4399997084
2535850000000,,119399,,2535,814000000,"""map""",,,77.092637741,-297.163218907,0.0069045351,,0.0001064151,-5.21562311096E-05,-0.8980033177,-0.4399886674
2535850000000,,119400,,2535,824000000,"""map""",,,77.1019796288,-297.17525657,0.0069046039,,0.0001065218,-5.19134376355E-05,-0.8979993412,-0.4399967831
2535850000000,,119401,,2535,834000000,"""map""",,,77.1113696795,-297.18734588,0.0069046092,,0.000106557,-0.000051853,-0.8979997402,-0.4399959688
2535850000000,,119402,,2535,844000000,"""map""",,,77.1207501935,-297.199418927,0.006904557,,0.0001065775,-5.18273465355E-05,-0.8979944943,-0.440006675
2535893000000,,119403,,2535,854000000,"""map""",,,77.1301008406,-297.211561747,0.0069045443,,0.0001065483,-5.18907951914E-05,-0.8980104,-0.4399742122
2535893000000,,119404,,2535,864000000,"""map""",,,77.139477344,-297.223733382,0.0069045479,,0.0001063246,-5.23416431808E-05,-0.8979936435,-0.4400084115
2535893000000,,119405,,2535,874000000,"""map""",,,77.1489066493,-297.235872532,0.0069044938,,0.0001049628,-5.49830865277E-05,-0.8980042163,-0.4399868332
2535893000000,,119406,,2535,884000000,"""map""",,,77.1583429428,-297.247977644,0.0069040583,,0.0001012299,-0.000062019,-0.8980235526,-0.439947366
2535915000000,,119407,,2535,894000000,"""map""",,,77.167753268,-297.260139989,0.0069023301,,9.45376807082E-05,-7.4665702278E-05,-0.8981013999,-0.4397884275
2535915000000,,119408,,2535,904000000,"""map""",,,77.1771397013,-297.272249186,0.0068982107,,8.66141548032E-05,-9.0521698568E-05,-0.8982180196,-0.4395501946
2535915000000,,119409,,2535,914000000,"""map""",,,77.1864593111,-297.284266117,0.0068933611,,8.09182673054E-05,-0.0001020454,-0.8983733976,-0.4392325369
2535924000000,,119410,,2535,924000000,"""map""",,,77.1957142852,-297.296167215,0.0068856829,,7.87590578916E-05,-0.0001058031,-0.8986138552,-0.4387403808
2535934000000,,119411,,2535,934000000,"""map""",,,77.2049180001,-297.307877918,0.0068725008,,8.15095208441E-05,-0.0001048414,-0.8989155193,-0.4381219824
2535977000000,,119412,,2535,944000000,"""map""",,,77.2140011913,-297.319376687,0.0068735525,,8.22352631471E-05,-0.0001030499,-0.8992690312,-0.4373959214
2535977000000,,119413,,2535,954000000,"""map""",,,77.22290741,-297.33076506,0.006885828,,8.09535472025E-05,-0.0001011713,-0.8996815237,-0.436546835
2535977000000,,119414,,2535,964000000,"""map""",,,77.2317337803,-297.341996608,0.006891558,,8.06969175054E-05,-9.96456348875E-05,-0.9001684012,-0.4355419992
2535977000000,,119415,,2535,974000000,"""map""",,,77.2405002084,-297.352902816,0.0068877529,,8.16042822649E-05,-9.91169325148E-05,-0.9006904944,-0.434461295
2536019000000,,119416,,2535,984000000,"""map""",,,77.2491409373,-297.363579268,0.0068837373,,8.29195794721E-05,-9.89819219898E-05,-0.9013002917,-0.4331948377
2536019000000,,119417,,2535,994000000,"""map""",,,77.2576511551,-297.374147306,0.0068885521,,8.6799856199E-05,-9.28721612416E-05,-0.9019211069,-0.4319007997
2536019000000,,119418,,2536,4000000,"""map""",,,77.2660686378,-297.384707656,0.0068978305,,9.13906721267E-05,-8.25049079682E-05,-0.9025713132,-0.430540369
2536019000000,,119419,,2536,14000000,"""map""",,,77.2744810611,-297.395218333,0.0069030823,,9.71887388801E-05,-6.99326831343E-05,-0.9032473746,-0.4291202232
2536066000000,,119420,,2536,24000000,"""map""",,,77.2829650571,-297.405590486,0.0069033134,,0.0001021987,-6.03127443099E-05,-0.9039130028,-0.427716342
2536066000000,,119421,,2536,34000000,"""map""",,,77.29146921,-297.415872153,0.0069030258,,0.0001065983,-0.000053112,-0.9045883641,-0.4262861448
2536066000000,,119422,,2536,44000000,"""map""",,,77.2999293711,-297.426269074,0.0069073547,,0.0001133713,-4.44384756849E-05,-0.905259742,-0.4248585467
2536066000000,,119423,,2536,54000000,"""map""",,,77.3084984521,-297.436928581,0.0069202351,,0.0001250425,-2.15282767072E-05,-0.9058710207,-0.4235536302
2536066000000,,119424,,2536,64000000,"""map""",,,77.3173111464,-297.447696383,0.0069283013,,0.0001334003,1.58879098816E-06,-0.9064164975,-0.422385032
2536110000000,,119425,,2536,74000000,"""map""",,,77.3263208271,-297.458417698,0.0069088884,,0.0001406258,9.10108762052E-06,-0.9069127078,-0.42131855
2536110000000,,119426,,2536,84000000,"""map""",,,77.3353910085,-297.469224732,0.0068823984,,0.0001441388,8.56214055123E-06,-0.9073519269,-0.4203718115
2536110000000,,119427,,2536,94000000,"""map""",,,77.3445233479,-297.480218216,0.0068780562,,0.0001417593,6.28823092117E-06,-0.907718303,-0.4195801024
2536110000000,,119428,,2536,104000000,"""map""",,,77.3537491552,-297.491192026,0.0068844801,,0.0001368793,4.1045824535E-06,-0.9080287771,-0.4189077717
2536114000000,,119429,,2536,114000000,"""map""",,,77.3630380651,-297.502159417,0.0068860792,,0.0001360744,3.07413986961E-06,-0.9082721978,-0.4183797273
2536124000000,,119430,,2536,124000000,"""map""",,,77.3723643417,-297.51312705,0.0068870171,,0.0001355032,3.84549707536E-06,-0.9084479555,-0.417997959
2536166000000,,119431,,2536,134000000,"""map""",,,77.3816954115,-297.524169082,0.0068862647,,0.0001336966,1.60484442461E-07,-0.9085892042,-0.4176908428
2536166000000,,119432,,2536,144000000,"""map""",,,77.3910658309,-297.535214879,0.0068943558,,0.0001286504,-8.45927146348E-06,-0.9086795173,-0.4174943332
2536166000000,,119433,,2536,154000000,"""map""",,,77.4004372822,-297.546236607,0.0069083999,,0.0001213532,-1.8771723221E-05,-0.9087447977,-0.4173522224
2536166000000,,119434,,2536,164000000,"""map""",,,77.4098071911,-297.557313184,0.0069114133,,0.0001165992,-2.78914604513E-05,-0.9087963391,-0.4172399786
2536213000000,,119435,,2536,174000000,"""map""",,,77.4192515279,-297.568408108,0.0069055003,,0.0001145314,-3.44406525743E-05,-0.9088454744,-0.4171329397
2536213000000,,119436,,2536,184000000,"""map""",,,77.4287321705,-297.579402137,0.0069017181,,0.0001132922,-0.000038442,-0.9088768843,-0.4170644973
2536213000000,,119437,,2536,194000000,"""map""",,,77.4382042312,-297.59044826,0.0069031943,,0.000111981,-4.07427343643E-05,-0.9088941009,-0.4170269766
2536213000000,,119438,,2536,204000000,"""map""",,,77.4476877657,-297.601579304,0.0069055453,,0.0001108609,-4.23272189908E-05,-0.9089127188,-0.4169863972
2536256000000,,119439,,2536,214000000,"""map""",,,77.4571982211,-297.612679846,0.0069056525,,0.0001101973,-4.37174311769E-05,-0.9089290778,-0.4169507374
2536256000000,,119440,,2536,224000000,"""map""",,,77.4667367534,-297.62376244,0.0069045498,,0.0001098056,-4.49481245535E-05,-0.9089384541,-0.4169302971
2536256000000,,119441,,2536,234000000,"""map""",,,77.4762672096,-297.634874597,0.0069040991,,0.0001094291,-4.59176268311E-05,-0.9089418556,-0.4169228815
2536256000000,,119442,,2536,244000000,"""map""",,,77.4858203736,-297.646039052,0.006904473,,0.0001090489,-4.66065020161E-05,-0.9089482713,-0.4169088941
2536256000000,,119443,,2536,254000000,"""map""",,,77.4954053468,-297.657189011,0.0069048226,,0.0001088065,-4.70029260667E-05,-0.9089542278,-0.4168959076
2536304000000,,119444,,2536,264000000,"""map""",,,77.5050147823,-297.668316966,0.006904777,,0.0001087327,-4.71507530754E-05,-0.9089540624,-0.4168962681
2536304000000,,119445,,2536,274000000,"""map""",,,77.5146185752,-297.679486696,0.0069046119,,0.00010854,-4.76134729892E-05,-0.9089496321,-0.4169059274
2536304000000,,119446,,2536,284000000,"""map""",,,77.5242664872,-297.690673637,0.0069045653,,0.0001080595,-4.86778162511E-05,-0.9089488946,-0.4169075353
2536304000000,,119447,,2536,294000000,"""map""",,,77.5338796713,-297.701852845,0.0069046124,,0.0001076248,-4.96062988661E-05,-0.9089418099,-0.416922981
2536304000000,,119448,,2536,304000000,"""map""",,,77.5434928072,-297.713131188,0.0069046638,,0.0001074679,-4.99298411578E-05,-0.9089412189,-0.4169242696
2536318000000,,119449,,2536,314000000,"""map""",,,77.5531492602,-297.724402889,0.0069046475,,0.0001075522,-4.97502257535E-05,-0.9089473715,-0.416910856
2536324000000,,119450,,2536,324000000,"""map""",,,77.5628678744,-297.735604084,0.0069046107,,0.00010772,-4.93975748371E-05,-0.9089490465,-0.4169072042
2536368000000,,119451,,2536,334000000,"""map""",,,77.5725350228,-297.74681527,0.006904606,,0.0001078321,-4.9153422468E-05,-0.9089571374,-0.4168895638
2536368000000,,119452,,2536,344000000,"""map""",,,77.5822038271,-297.758174912,0.0069046407,,0.0001078625,-4.90740530705E-05,-0.9089558654,-0.4168923371
2536368000000,,119453,,2536,354000000,"""map""",,,77.591934937,-297.769497373,0.0069046317,,0.0001078679,-4.90661035255E-05,-0.9089432931,-0.4169197476
2536368000000,,119454,,2536,364000000,"""map""",,,77.6016557501,-297.780764521,0.0069046077,,0.0001078736,-4.90584293159E-05,-0.9089596301,-0.4168841287
2536412000000,,119455,,2536,374000000,"""map""",,,77.6114125057,-297.792086601,0.0069046143,,0.0001078719,-4.9061052099E-05,-0.9089570274,-0.4168898036
2536412000000,,119456,,2536,384000000,"""map""",,,77.621141892,-297.803431135,0.0069046168,,0.0001078655,-4.90726185676E-05,-0.9089521546,-0.4169004277
2536412000000,,119457,,2536,394000000,"""map""",,,77.6308709466,-297.814842275,0.0069046211,,0.000107802,-4.9206742655E-05,-0.9089532214,-0.4168981018
2536412000000,,119458,,2536,404000000,"""map""",,,77.6406834153,-297.826233464,0.006904592,,0.0001071676,-5.06084717085E-05,-0.9089645509,-0.4168733994
2536458000000,,119459,,2536,414000000,"""map""",,,77.6504905948,-297.837542924,0.0069045187,,0.0001066158,-5.182651276E-05,-0.9089661192,-0.4168699797
2536458000000,,119460,,2536,424000000,"""map""",,,77.6602758967,-297.848951975,0.0069044603,,0.0001054742,-5.41697265282E-05,-0.9089727774,-0.4168554616
2536458000000,,119461,,2536,434000000,"""map""",,,77.6701026065,-297.860396949,0.006904065,,0.0001025291,-6.00542078991E-05,-0.9090049778,-0.41678524
2536458000000,,119462,,2536,444000000,"""map""",,,77.6798989605,-297.871794701,0.006902497,,9.70770751064E-05,-7.09509371773E-05,-0.909065197,-0.4166538769
2536458000000,,119463,,2536,454000000,"""map""",,,77.689681375,-297.88316395,0.0068987133,,9.00210951356E-05,-8.58206539463E-05,-0.9091767002,-0.4164105094
2536506000000,,119464,,2536,464000000,"""map""",,,77.6994169184,-297.894448705,0.0068937984,,8.45359435738E-05,-9.76727408566E-05,-0.9093461294,-0.416040383
2536506000000,,119465,,2536,474000000,"""map""",,,77.7090976335,-297.905588897,0.0068884188,,8.15836742229E-05,-0.0001028874,-0.9095730093,-0.4155441295
2536506000000,,119466,,2536,484000000,"""map""",,,77.718670895,-297.916555364,0.0068767762,,8.36441243585E-05,-0.0001022968,-0.9098531311,-0.4149304308
2536506000000,,119467,,2536,494000000,"""map""",,,77.728108585,-297.927393934,0.0068745134,,8.49294795955E-05,-0.000100526,-0.9101925252,-0.4141854051
2536506000000,,119468,,2536,504000000,"""map""",,,77.7374559722,-297.938052539,0.0068846922,,0.000083869,-9.87682784516E-05,-0.9105758483,-0.4133419986
2536516000000,,119469,,2536,514000000,"""map""",,,77.7466822382,-297.948467128,0.0068909585,,8.32985128429E-05,-9.7648330863E-05,-0.9110314745,-0.4123367993
2536524000000,,119470,,2536,524000000,"""map""",,,77.7558096847,-297.95867211,0.0068882353,,8.39663179608E-05,-9.73061245919E-05,-0.9115401048,-0.4112111633
2536566000000,,119471,,2536,534000000,"""map""",,,77.7647961489,-297.968672657,0.0068849851,,8.64652589397E-05,-9.61496622055E-05,-0.9120928548,-0.4099836674
2536566000000,,119472,,2536,544000000,"""map""",,,77.773629925,-297.978617651,0.006890845,,9.00597365118E-05,-0.000088146,-0.9126904143,-0.4086516753
2536566000000,,119473,,2536,554000000,"""map""",,,77.7824257063,-297.988540482,0.0068992466,,9.47296998958E-05,-7.71281834424E-05,-0.9132780165,-0.4073367766
2536566000000,,119474,,2536,564000000,"""map""",,,77.7912050421,-297.998386533,0.0069035124,,0.00010039,-0.000064975,-0.9138998513,-0.4059397091
2536610000000,,119475,,2536,574000000,"""map""",,,77.8000455644,-298.008157187,0.0069054869,,0.0001077258,-5.17885481413E-05,-0.9145213453,-0.4045376308
2536610000000,,119476,,2536,584000000,"""map""",,,77.8089354949,-298.017985226,0.0069116077,,0.0001180001,-3.39366711798E-05,-0.9151106611,-0.4032027566
2536610000000,,119477,,2536,594000000,"""map""",,,77.8180160604,-298.027978134,0.0069202476,,0.0001274209,-1.13888800719E-05,-0.9156655494,-0.4019410221
2536610000000,,119478,,2536,604000000,"""map""",,,77.8272875799,-298.038000622,0.0069215754,,0.0001338053,7.22235824645E-06,-0.9161515189,-0.4008321052
2536654000000,,119479,,2536,614000000,"""map""",,,77.8366676594,-298.048048029,0.0068987831,,0.0001399895,1.16670730654E-05,-0.9166068161,-0.3997898509
2536654000000,,119480,,2536,624000000,"""map""",,,77.8461260044,-298.058194031,0.0068757708,,0.0001415959,9.56565063455E-06,-0.9169799899,-0.3989331749
2536654000000,,119481,,2536,634000000,"""map""",,,77.8556423117,-298.068414155,0.0068737231,,0.0001382638,6.50123068053E-06,-0.917294534,-0.3982093905
2536654000000,,119482,,2536,644000000,"""map""",,,77.865188112,-298.078684408,0.0068832246,,0.0001364158,5.99831165093E-06,-0.9175510155,-0.3976180521
2536654000000,,119483,,2536,654000000,"""map""",,,77.8747964722,-298.088958498,0.006891321,,0.0001348723,7.24772518265E-06,-0.9177513735,-0.397155383
2536698000000,,119484,,2536,664000000,"""map""",,,77.8844543473,-298.099217552,0.0068886975,,0.0001348598,7.26138084614E-06,-0.9179097983,-0.3967890925
2536698000000,,119485,,2536,674000000,"""map""",,,77.8941419469,-298.109465279,0.0068847824,,0.0001326397,5.35589176245E-07,-0.917997215,-0.3965868073
2536698000000,,119486,,2536,684000000,"""map""",,,77.9037943338,-298.119773654,0.0068964792,,0.000125441,-1.18606322016E-05,-0.9180600087,-0.3964414264
